ID	Phylogeny	Species
AB548602	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium abscessus subsp. bolletii
AB548606	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium abscessus subsp. bolletii
AB548610	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium chelonae
AB548703	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Thermopetrobacteraceae;Thermopetrobacter	thermophilic bacterium Matomo55
AB588974	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma	Anaplasma sp. Ac52D
AB594210	Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;Sandaracinus	uncultured bacterium
AB600195	Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Pseudenhygromyxa	Pseudenhygromyxa salsuginis
AB600391	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured bacterium
AB600420	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;uncultured	uncultured bacterium
AB600421	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter	uncultured bacterium
AB603819	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;;uncultured	uncultured delta proteobacterium
AB603820	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter	uncultured delta proteobacterium
AB608688	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured bacterium
AB608690	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;	uncultured bacterium
AB608692	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;	uncultured bacterium
AB608695	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured bacterium
AB608700	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;uncultured	uncultured bacterium
AB608701	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured bacterium
AB617575	Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;Parvibaculaceae;Rhodoligotrophos	Rhodoligotrophos appendicifer
AB630475	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus	uncultured bacterium
AB630476	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus	uncultured bacterium
AB630492	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured bacterium
AB630769	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter	uncultured bacterium
AB630780	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium
AB636928	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium
AB636929	Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured	uncultured bacterium
AB637332	Bacteria;Firmicutes;Clostridia;Clostridiales;Oxobacteraceae;Oxobacter	uncultured bacterium
AB661523	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;uncultured	uncultured bacterium
AB661551	Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales;Oligoflexaceae;uncultured	uncultured bacterium
AB669231	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter	uncultured delta proteobacterium
AB672125	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter	uncultured bacterium
AB672153	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;	uncultured bacterium
AB672169	Bacteria;Myxococcota;bacteriap25;;;	uncultured bacterium
AB672229	Bacteria;Myxococcota;bacteriap25;;;	uncultured bacterium
AB672292	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured bacterium
AB672299	Bacteria;Deferrisomatota;Defferrisomatia;Defferrisomatales;Defferrisomataceae;Deferrisoma	uncultured bacterium
AB679960	Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Solimonadaceae;Fontimonas	uncultured gamma proteobacterium
AB681145	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Melittangium	Melittangium lichenicola
AB681810	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Lampropedia	Lampropedia hyalina
AB682759	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	Geobacter luticola
AB694165	Bacteria;NB1-j;;;;	uncultured bacterium
AB694170	Bacteria;NB1-j;;;;	uncultured bacterium
AB694191	Bacteria;NB1-j;;;;	uncultured bacterium
AB694194	Bacteria;NB1-j;;;;	uncultured bacterium
AB694198	Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;HTCC5015	uncultured bacterium
AB694200	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Kangiellaceae;uncultured	uncultured bacterium
AB694261	Bacteria;NB1-j;;;;	uncultured bacterium
AB694263	Bacteria;NB1-j;;;;	uncultured bacterium
AB694265	Bacteria;NB1-j;;;;	uncultured bacterium
AB694267	Bacteria;NB1-j;;;;	uncultured bacterium
AB694268	Bacteria;NB1-j;;;;	uncultured bacterium
AB694294	Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;HTCC5015	uncultured bacterium
AB694319	Bacteria;NB1-j;;;;	uncultured bacterium
AB694320	Bacteria;NB1-j;;;;	uncultured bacterium
AB694347	Bacteria;NB1-j;;;;	uncultured bacterium
AB694348	Bacteria;NB1-j;;;;	uncultured bacterium
AB694352	Bacteria;NB1-j;;;;	uncultured bacterium
AB694369	Bacteria;NB1-j;;;;	uncultured bacterium
AB694379	Bacteria;Chloroflexi;TK10;;;	uncultured bacterium
AB694392	Bacteria;NB1-j;;;;	uncultured bacterium
AB694408	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured	uncultured bacterium
AB694410	Bacteria;NB1-j;;;;	uncultured bacterium
AB694418	Bacteria;NB1-j;;;;	uncultured bacterium
AB694452	Bacteria;NB1-j;;;;	uncultured bacterium
AB694467	Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia	uncultured bacterium
AB694472	Bacteria;NB1-j;;;;	uncultured bacterium
AB694482	Bacteria;NB1-j;;;;	uncultured bacterium
AB694490	Bacteria;NB1-j;;;;	uncultured bacterium
AB695816	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;uncultured	uncultured bacterium
AB696146	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;uncultured	uncultured bacterium
AB696350	Bacteria;Actinobacteriota;Acidimicrobiia;uncultured;;	uncultured bacterium
AB696439	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium
AB696535	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;uncultured	uncultured bacterium
AB742083	Bacteria;Firmicutes;Clostridia;Clostridiales;Oxobacteraceae;Oxobacter	uncultured Firmicutes bacterium
AB748636	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;uncultured	uncultured delta proteobacterium
AB749101	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Neobodo	uncultured Bodonidae
AB754085	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured bacterium
AB754124	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured bacterium
AB754153	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;uncultured	uncultured bacterium
AB754171	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured bacterium
AB755787	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured Geobacter sp.
AB762695	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	Geobacter sulfurreducens subsp. ethanolicus
AB771441	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;;uncultured	uncultured bacterium
AB780894	Bacteria;Actinobacteriota;WCHB1-81;;;	uncultured actinobacterium
AB803961	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter	uncultured bacterium
AB805989	Bacteria;Chloroflexi;Dehalococcoidia;Sh765B-AG-111;;	uncultured bacterium
AB805990	Bacteria;Chloroflexi;Dehalococcoidia;Sh765B-AG-111;;	uncultured bacterium
AB806193	Bacteria;Elusimicrobiota;Elusimicrobia;Lineage IV;;	uncultured bacterium
AB806229	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;uncultured	uncultured bacterium
AB806656	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;;uncultured	uncultured bacterium
AB806678	Bacteria;Schekmanbacteria;;;;	uncultured bacterium
AB806679	Bacteria;Schekmanbacteria;;;;	uncultured bacterium
AB806711	Bacteria;Schekmanbacteria;;;;	uncultured bacterium
AB806728	Bacteria;NB1-j;;;;	uncultured bacterium
AB821166	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium
AB826021	Bacteria;Firmicutes;Clostridia;Clostridiales;Oxobacteraceae;Oxobacter	uncultured bacterium
AB828160	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosoma	Trypanosoma sp. Coma5
AB858638	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
AB874563	Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;Parvibaculaceae;Rhodoligotrophos	uncultured proteobacterium
AB910325	Bacteria;Firmicutes;Clostridia;Clostridiales;Oxobacteraceae;Oxobacter	uncultured bacterium
AB924436	Bacteria;Deferrisomatota;Defferrisomatia;Defferrisomatales;Defferrisomataceae;Deferrisoma	uncultured bacterium
AB930542	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured bacterium
AB935331	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia sp. SW-R-090616 T2
AB974005	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured bacterium
AB974048	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
AB974096	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
AB974141	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured bacterium
AB974168	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured bacterium
AB980097	Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;uncultured	uncultured gamma proteobacterium
AB980108	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured	uncultured gamma proteobacterium
AB980113	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas	uncultured gamma proteobacterium
AB981792	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas	uncultured gamma proteobacterium
AB981808	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured	uncultured gamma proteobacterium
AB981812	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured	uncultured gamma proteobacterium
AB981813	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured	uncultured gamma proteobacterium
AB981815	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas	uncultured gamma proteobacterium
AB981826	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas	uncultured gamma proteobacterium
AB981834	Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Methylophagaceae;Marine Methylotrophic Group 3	uncultured gamma proteobacterium
AB981836	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas	uncultured gamma proteobacterium
AB981839	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured	uncultured gamma proteobacterium
AB981842	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured	uncultured gamma proteobacterium
AB981845	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured	uncultured gamma proteobacterium
AB981846	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas	uncultured gamma proteobacterium
AB981849	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured	uncultured gamma proteobacterium
AB981850	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas	uncultured gamma proteobacterium
AB981853	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas	uncultured bacterium
AB981867	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas	uncultured bacterium
AB981870	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured	uncultured bacterium
AB981872	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas	uncultured bacterium
AB981877	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured	uncultured bacterium
AB981890	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured	uncultured bacterium
AB983439	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma	Anaplasma bovis
AB989922	Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales;Oligoflexaceae;uncultured	uncultured bacterium
AB991310	Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Pajaroellobacter	uncultured bacterium
ABCS01000069	Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Plesiocystis	Plesiocystis pacifica SIR-1
ABCS01000137	Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Plesiocystis	Plesiocystis pacifica SIR-1
ABEF01054107	Bacteria;SAR324 clade(Marine group B);;;;	marine metagenome
ACGK02000001	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium	Atopobium vaginae DSM 15829
ACOU01000003	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Theileria;	Theileria equi strain WA
ADNA01000041	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium	Atopobium vaginae DSM 15829
AE015927	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 15	Clostridium tetani E88
AE015927	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 15	Clostridium tetani E88
AE015927	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 15	Clostridium tetani E88
AE015927	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 15	Clostridium tetani E88
AE015927	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 15	Clostridium tetani E88
AE015927	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 15	Clostridium tetani E88
AE017180	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	Geobacter sulfurreducens PCA
AE017180	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	Geobacter sulfurreducens PCA
AF036649	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Neorickettsia	Neorickettsia risticii (Potomac horse fever agent)
AF038025	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Strigomonas	Strigomonas oncopelti
AF050572	Bacteria;Actinobacteriota;WCHB1-81;;;	uncultured eubacterium WCHB1-81
AF071866	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Sergeia	Trypanosomatidae sp. 'strain Eva'
AF078815	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Theileria;	Theileria mutans
AF078816	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Theileria;	Theileria sp. strain MSD
AF080224	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Parabodonida;Cryptobia	Cryptobia bullocki
AF080225	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Parabodonida;Cryptobia	Cryptobia salmositica
AF097993	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Theileria;	Theileria velifera
AF119807	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosoma	Trypanosoma chattoni
AF133538	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Oligella	Oligella urethralis
AF153043	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Herpetomonas	Leptomonas sp. Nfm
AF153045	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Wallaceina	Wallaceina brevicula
AF158702	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia conradae
AF158705	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Piroplasmida gen. sp. CA4
AF162431	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Theileria;	Theileria sp.
AF162432	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Theileria;	Theileria sp.
AF162433	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Theileria;	Theileria sp.
AF174379	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Neobodo	Neobodo saliens
AF174380	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Neobodo	kinetoplastid flagellate LFS2
AF176836	Eukaryota;SAR;Alveolata;Apicomplexa;Conoidasida;Coccidia;Adeleorina;Hepatozoon	Hepatozoon americanum
AF206298	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Neorickettsia	Ehrlichia sp. 'trout isolate'
AF208878	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Cruzella	Cruzella marina
AF208880	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;;	Cryptobia helicis
AF208884	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Eubodonida;Bodo	Bodo uncinatus
AF209856	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Neobodo	Neobodo designis
AF223382	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Trichlorobacter	Geobacter thiogenes
AF227163	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Oligella	Oligella urethralis
AF227164	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Oligella	Oligella ureolytica
AF234131	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium #0319-6G20
AF244911	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia leo
AF244913	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia sp.
AF244914	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia sp.
AF245279	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Theileria;	Theileria youngi
AF254389	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;;uncultured	uncultured bacterium UASB TL9
AF280855	Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Nannocystis	uncultured bacterium mle1-22
AF316618	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium fuerthensis
AF316678	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group	uncultured Crater Lake bacterium CL500-29
AF336801	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Myxococcus	Myxococcus fulvus
AF339490	Eukaryota;SAR;Alveolata;Apicomplexa;Conoidasida;Coccidia;Eimeriorina;Eimeria	Eimeria dipodomysis
AF351220	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus	uncultured delta proteobacterium
AF382126	Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured	uncultured bacterium
AF395427	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter	uncultured bacterium
AF406543	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured Gram-positive bacterium
AF411337	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia sp.
AF411338	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia sp.
